column_one,column_two
1.2V,U1.P9
GND,U1.R1
GND,U1.R10
1.8V,U1.R11
1.8V,U1.R12
1.8V,U1.R13
1.8V,U1.R14
VCORE,U1.R15
GND,U1.R16
VCORE,U1.R17
GND,U1.R18
VCORE,U1.R19
PCIE_CPU_BF_05P,U1.R2
GND,U1.R20
VCORE,U1.R21
GND,U1.R22
VCORE,U1.R23
GND,U1.R24
VCORE,U1.R25
GND,U1.R26
VCORE,U1.R27
GND,U1.R28
VCORE,U1.R29
PCIE_CPU_BF_05N,U1.R3
S_SOFT_RST,U1.R30
L_FUNCMODE,U1.R31
I2C_SDA2,U1.R32
SE_GMII_RX_DV,U1.R33
SE_GMII_RX_D0,U1.R34
SE_GMII_RX_D2,U1.R35
SE_GMII_RX_D4,U1.R36
SE_EMMC0_CLK_R,U1.R37
SE_EMMC0_D2,U1.R38
GND,U1.R4
GND,U1.R5
PCIE_BF_CPU_05P_C,U1.R6
PCIE_BF_CPU_05N_C,U1.R7
GND,U1.R8
1.2V,U1.R9
GND,U1.T1
VCORE,U1.T10
GND,U1.T11
VCORE,U1.T12
GND,U1.T13
VCORE,U1.T14
GND,U1.T15
VCORE,U1.T16
GND,U1.T17
VCORE,U1.T18
GND,U1.T19
GND,U1.T2
VCORE,U1.T20
GND,U1.T21
VCORE,U1.T22
GND,U1.T23
VCORE,U1.T24
GND,U1.T25
VCORE,U1.T26
GND,U1.T27
VCORE,U1.T28
GND,U1.T29
GND,U1.T3
GND,U1.T30
S_SOC_HARD_RST_L,U1.T31
NC_PRBG,U1.T32
SE_GMII_TX_ER_R,U1.T33
SE_GMII_TX_D7_R,U1.T34
SE_GMII_TX_D2_R,U1.T35
SE_GMII_TX_D5_R,U1.T36
SE_EMMC0_CMD,U1.T37
SE_EMMC0_D7,U1.T38
GND,U1.T4
GND,U1.T5
GND,U1.T6
GND,U1.T7
GND,U1.T8
NC_VDDI_SENSE,U1.T9
GND,U1.U1
GND,U1.U10
VCORE,U1.U11
GND,U1.U12
VCORE,U1.U13
GND,U1.U14
VCORE,U1.U15
GND,U1.U16
VCORE,U1.U17
GND,U1.U18
VCORE,U1.U19
PCIE_CPU_BF_06P,U1.U2
GND,U1.U20
VCORE,U1.U21
GND,U1.U22
VCORE,U1.U23
GND,U1.U24
VCORE,U1.U25
GND,U1.U26
VCORE,U1.U27
GND,U1.U28
VCORE,U1.U29
PCIE_CPU_BF_06N,U1.U3
S_VCORE_SENSE_N,U1.U30
S_PHY_INT_R_L,U1.U31
S_UART_HUB_RST_L,U1.U32
S_STRAP_CONFIG_ROM1,U1.U33
SE_GMII_TX_D0_R,U1.U34
SE_GMII_TX_D1_R,U1.U35
SE_GMII_TX_D4_R,U1.U36
SE_GMII_RX_D6,U1.U37
SE_EMMC0_RST_L,U1.U38
GND,U1.U4
GND,U1.U5
PCIE_BF_CPU_06P_C,U1.U6
PCIE_BF_CPU_06N_C,U1.U7
GND,U1.U8
GND,U1.U9
GND,U1.V1
VCORE,U1.V10
GND,U1.V11
VCORE,U1.V12
GND,U1.V13
VCORE,U1.V14
GND,U1.V15
VCORE,U1.V16
GND,U1.V17
VCORE,U1.V18
GND,U1.V19
GND,U1.V2
VCORE,U1.V20
GND,U1.V21
VCORE,U1.V22
GND,U1.V23
VCORE,U1.V24
GND,U1.V25
VCORE,U1.V26
GND,U1.V27
VCORE,U1.V28
GND,U1.V29
GND,U1.V3
S_VCORE_SENSE_P,U1.V30
S_PORT0_PGOOD,U1.V31
I2C_ARM_SCL1,U1.V32
MDIO2_ARM,U1.V33
SE_GMII_GCLK_R,U1.V34
SE_GMII_TX_EN_R,U1.V35
SE_GMII_TX_D3_R,U1.V36
SE_GMII_TX_D6_R,U1.V37
GND,U1.V38
GND,U1.V4
GND,U1.V5
GND,U1.V6
GND,U1.V7
GND,U1.V8
3.3V,U1.V9
GND,U1.W1
GND,U1.W10
VCORE,U1.W11
GND,U1.W12
VCORE,U1.W13
GND,U1.W14
VCORE,U1.W15
GND,U1.W16
VCORE,U1.W17
GND,U1.W18
VCORE,U1.W19
PCIE_CPU_BF_07P,U1.W2
GND,U1.W20
VCORE,U1.W21
GND,U1.W22
VCORE,U1.W23
GND,U1.W24
VCORE,U1.W25
GND,U1.W26
VCORE,U1.W27
GND,U1.W28
VCORE,U1.W29
PCIE_CPU_BF_07N,U1.W3
GND,U1.W30
GND,U1.W31
GND,U1.W32
GND,U1.W33
GND,U1.W34
GND,U1.W35
GND,U1.W36
GND,U1.W37
GND,U1.W38
GND,U1.W4
GND,U1.W5
PCIE_BF_CPU_07P_C,U1.W6
PCIE_BF_CPU_07N_C,U1.W7
GND,U1.W8
3.3V,U1.W9
GND,U1.Y1
1.8V_VDDPLLPX,U1.Y12
1.8V_VDDPLLPX,U1.Y13
1.8V_VDDPLLPX,U1.Y14
GND,U1.Y15
VCORE,U1.Y16
GND,U1.Y17
VCORE,U1.Y18
GND,U1.Y19
GND,U1.Y2
VCORE,U1.Y20
GND,U1.Y21
VCORE,U1.Y22
GND,U1.Y23
VCORE,U1.Y24
GND,U1.Y25
VCORE,U1.Y26
GND,U1.Y27
VCORE,U1.Y28
GND,U1.Y29
GND,U1.Y3
GND,U1.Y30
GND,U1.Y31
GND,U1.Y32
GND,U1.Y33
DDR4_DQ62,U1.Y34
DDR4_DQ58,U1.Y35
GND,U1.Y36
DDR4_DQ55,U1.Y37
DDR4_DQ53,U1.Y38
GND,U1.Y4
GND,U1.Y5
GND,U1.Y6
GND,U1.Y7
GND,U1.Y8
1.2V_DDR,U10.A1
GND,U10.A2
DDR4_DBI_B4,U10.A7
GND,U10.A8
GND,U10.A9
2.5V,U10.B1
1.2V_DDR,U10.B2
DDR4_DQS4_N,U10.B3
DDR4_DQ33,U10.B7
1.2V_DDR,U10.B8
L_ZQ_5_L,U10.B9
1.2V_DDR,U10.C1
DDR4_DQ32,U10.C2
DDR4_DQS4_P,U10.C3
1.2V_DDR,U10.C7
GND,U10.C8
1.2V_DDR,U10.C9
GND,U10.D1
DDR4_DQ36,U10.D2
DDR4_DQ34,U10.D3
DDR4_DQ35,U10.D7
DDR4_DQ37,U10.D8
GND,U10.D9
GND,U10.E1
1.2V_DDR,U10.E2
DDR4_DQ38,U10.E3
DDR4_DQ39,U10.E7
1.2V_DDR,U10.E8
GND,U10.E9
1.2V_DDR,U10.F1
DDR4_ODT1,U10.F2
DDR4_ODT0,U10.F3
DDR4_CK0_P,U10.F7
DDR4_CK0_N,U10.F8
1.2V_DDR,U10.F9
GND,U10.G1
DDR4_CKE1,U10.G2
DDR4_CKE0,U10.G3
DDR4_CS0_N,U10.G7
DDR4_CS1_N,U10.G8
L_TEN,U10.G9
1.2V_DDR,U10.H1
DDR4_A14,U10.H2
DDR4_ACT_N,U10.H3
DDR4_A15,U10.H7
DDR4_A16,U10.H8
GND,U10.H9
0.6V_VREFCA,U10.J1
DDR4_BG0,U10.J2
DDR4_A10,U10.J3
DDR4_A12,U10.J7
DDR4_BG1,U10.J8
1.2V_DDR,U10.J9
GND,U10.K1
DDR4_BA0,U10.K2
DDR4_A4,U10.K3
DDR4_A3,U10.K7
DDR4_BA1,U10.K8
GND,U10.K9
DDR4_MEMRESET_L,U10.L1
DDR4_A6,U10.L2
DDR4_A0,U10.L3
DDR4_A1,U10.L7
DDR4_A5,U10.L8
DDR4_ALERT_N,U10.L9
1.2V_DDR,U10.M1
DDR4_A8,U10.M2
DDR4_A2,U10.M3
DDR4_A9,U10.M7
DDR4_A7,U10.M8
2.5V,U10.M9
GND,U10.N1
DDR4_A11,U10.N2
DDR4_PAR,U10.N3
DDR4_A17,U10.N7
DDR4_A13,U10.N8
1.2V_DDR,U10.N9
1.2V_DDR,U11.A1
GND,U11.A2
DDR4_DBI_B8,U11.A7
GND,U11.A8
GND,U11.A9
2.5V,U11.B1
1.2V_DDR,U11.B2
DDR4_DQS8_N,U11.B3
DDR4_CB1,U11.B7
1.2V_DDR,U11.B8
L_ZQ_ECC_L,U11.B9
1.2V_DDR,U11.C1
DDR4_CB0,U11.C2
DDR4_DQS8_P,U11.C3
1.2V_DDR,U11.C7
GND,U11.C8
1.2V_DDR,U11.C9
GND,U11.D1
DDR4_CB4,U11.D2
DDR4_CB2,U11.D3
DDR4_CB3,U11.D7
DDR4_CB5,U11.D8
GND,U11.D9
GND,U11.E1
1.2V_DDR,U11.E2
DDR4_CB6,U11.E3
DDR4_CB7,U11.E7
1.2V_DDR,U11.E8
GND,U11.E9
1.2V_DDR,U11.F1
DDR4_ODT1,U11.F2
DDR4_ODT0,U11.F3
DDR4_CK0_P,U11.F7
DDR4_CK0_N,U11.F8
1.2V_DDR,U11.F9
GND,U11.G1
DDR4_CKE1,U11.G2
DDR4_CKE0,U11.G3
DDR4_CS0_N,U11.G7
DDR4_CS1_N,U11.G8
L_TEN,U11.G9
1.2V_DDR,U11.H1
DDR4_A14,U11.H2
DDR4_ACT_N,U11.H3
DDR4_A15,U11.H7
DDR4_A16,U11.H8
GND,U11.H9
0.6V_VREFCA,U11.J1
DDR4_BG0,U11.J2
DDR4_A10,U11.J3
DDR4_A12,U11.J7
DDR4_BG1,U11.J8
1.2V_DDR,U11.J9
GND,U11.K1
DDR4_BA0,U11.K2
DDR4_A4,U11.K3
DDR4_A3,U11.K7
DDR4_BA1,U11.K8
GND,U11.K9
DDR4_MEMRESET_L,U11.L1
DDR4_A6,U11.L2
DDR4_A0,U11.L3
DDR4_A1,U11.L7
DDR4_A5,U11.L8
DDR4_ALERT_N,U11.L9
1.2V_DDR,U11.M1
DDR4_A8,U11.M2
DDR4_A2,U11.M3
DDR4_A9,U11.M7
DDR4_A7,U11.M8
2.5V,U11.M9
GND,U11.N1
DDR4_A11,U11.N2
DDR4_PAR,U11.N3
DDR4_A17,U11.N7
DDR4_A13,U11.N8
1.2V_DDR,U11.N9
1.2V_DDR,U12.A1
GND,U12.A2
DDR4_DBI_B2,U12.A7
GND,U12.A8
GND,U12.A9
2.5V,U12.B1
1.2V_DDR,U12.B2
DDR4_DQS2_N,U12.B3
DDR4_DQ17,U12.B7
1.2V_DDR,U12.B8
L_ZQ_3_L,U12.B9
1.2V_DDR,U12.C1
DDR4_DQ16,U12.C2
DDR4_DQS2_P,U12.C3
1.2V_DDR,U12.C7
GND,U12.C8
1.2V_DDR,U12.C9
GND,U12.D1
DDR4_DQ20,U12.D2
DDR4_DQ18,U12.D3
DDR4_DQ19,U12.D7
DDR4_DQ21,U12.D8
GND,U12.D9
GND,U12.E1
1.2V_DDR,U12.E2
DDR4_DQ22,U12.E3
DDR4_DQ23,U12.E7
1.2V_DDR,U12.E8
GND,U12.E9
1.2V_DDR,U12.F1
DDR4_ODT1,U12.F2
DDR4_ODT0,U12.F3
DDR4_CK0_P,U12.F7
DDR4_CK0_N,U12.F8
1.2V_DDR,U12.F9
GND,U12.G1
DDR4_CKE1,U12.G2
DDR4_CKE0,U12.G3
DDR4_CS0_N,U12.G7
DDR4_CS1_N,U12.G8
L_TEN,U12.G9
1.2V_DDR,U12.H1
DDR4_A14,U12.H2
DDR4_ACT_N,U12.H3
DDR4_A15,U12.H7
DDR4_A16,U12.H8
GND,U12.H9
0.6V_VREFCA,U12.J1
DDR4_BG0,U12.J2
DDR4_A10,U12.J3
DDR4_A12,U12.J7
DDR4_BG1,U12.J8
1.2V_DDR,U12.J9
GND,U12.K1
DDR4_BA0,U12.K2
DDR4_A4,U12.K3
DDR4_A3,U12.K7
DDR4_BA1,U12.K8
GND,U12.K9
DDR4_MEMRESET_L,U12.L1
DDR4_A6,U12.L2
DDR4_A0,U12.L3
DDR4_A1,U12.L7
DDR4_A5,U12.L8
DDR4_ALERT_N,U12.L9
1.2V_DDR,U12.M1
DDR4_A8,U12.M2
DDR4_A2,U12.M3
DDR4_A9,U12.M7
DDR4_A7,U12.M8
2.5V,U12.M9
GND,U12.N1
DDR4_A11,U12.N2
DDR4_PAR,U12.N3
DDR4_A17,U12.N7
DDR4_A13,U12.N8
1.2V_DDR,U12.N9
1.2V_DDR,U13.A1
GND,U13.A2
DDR4_DBI_B0,U13.A7
GND,U13.A8
GND,U13.A9
2.5V,U13.B1
1.2V_DDR,U13.B2
DDR4_DQS0_N,U13.B3
DDR4_DQ1,U13.B7
1.2V_DDR,U13.B8
L_ZQ_1_L,U13.B9
1.2V_DDR,U13.C1
DDR4_DQ0,U13.C2
DDR4_DQS0_P,U13.C3
1.2V_DDR,U13.C7
GND,U13.C8
1.2V_DDR,U13.C9
GND,U13.D1
DDR4_DQ4,U13.D2
DDR4_DQ2,U13.D3
DDR4_DQ3,U13.D7
DDR4_DQ5,U13.D8
GND,U13.D9
GND,U13.E1
1.2V_DDR,U13.E2
DDR4_DQ6,U13.E3
DDR4_DQ7,U13.E7
1.2V_DDR,U13.E8
GND,U13.E9
1.2V_DDR,U13.F1
DDR4_ODT1,U13.F2
DDR4_ODT0,U13.F3
DDR4_CK0_P,U13.F7
DDR4_CK0_N,U13.F8
1.2V_DDR,U13.F9
GND,U13.G1
DDR4_CKE1,U13.G2
DDR4_CKE0,U13.G3
DDR4_CS0_N,U13.G7
DDR4_CS1_N,U13.G8
L_TEN,U13.G9
1.2V_DDR,U13.H1
DDR4_A14,U13.H2
DDR4_ACT_N,U13.H3
DDR4_A15,U13.H7
DDR4_A16,U13.H8
GND,U13.H9
0.6V_VREFCA,U13.J1
DDR4_BG0,U13.J2
DDR4_A10,U13.J3
DDR4_A12,U13.J7
DDR4_BG1,U13.J8
1.2V_DDR,U13.J9
GND,U13.K1
DDR4_BA0,U13.K2
DDR4_A4,U13.K3
DDR4_A3,U13.K7
DDR4_BA1,U13.K8
GND,U13.K9
DDR4_MEMRESET_L,U13.L1
DDR4_A6,U13.L2
DDR4_A0,U13.L3
DDR4_A1,U13.L7
DDR4_A5,U13.L8
DDR4_ALERT_N,U13.L9
1.2V_DDR,U13.M1
DDR4_A8,U13.M2
DDR4_A2,U13.M3
DDR4_A9,U13.M7
DDR4_A7,U13.M8
2.5V,U13.M9
GND,U13.N1
DDR4_A11,U13.N2
DDR4_PAR,U13.N3
DDR4_A17,U13.N7
DDR4_A13,U13.N8
1.2V_DDR,U13.N9
S_RCLK_LVDS_OE,U14.1
S_NC_RCLK,U14.2
GND,U14.3
S_RCLK_LVDS_P,U14.4
S_RCLK_LVDS_N,U14.5
3.3V_RCLK_LVDS_OCS,U14.6
3.3V,U15.1
ETH_1GB_CP,U15.10
ETH_1GB_CN,U15.11
1.2V_AVDDL,U15.12
1.2V_AVDDL,U15.13
ETH_1GB_DP,U15.14
ETH_1GB_DN,U15.15
3.3V,U15.16
L_PHY_RJ45_LED2,U15.17
3.3V,U15.18
L_PHY_RJ45_LED1,U15.19
ETH_1GB_AP,U15.2
1.2V_DVDDL,U15.20
SE_GMII_TX_D0,U15.21
SE_GMII_TX_D1,U15.22
SE_GMII_TX_D2,U15.23
SE_GMII_TX_D3,U15.24
1.2V_DVDDL,U15.25
SE_GMII_TX_D4,U15.26
SE_GMII_TX_D5,U15.27
SE_GMII_TX_D6,U15.28
SE_GMII_TX_D7,U15.29
ETH_1GB_AN,U15.3
3.3V,U15.30
SE_GMII_TX_ER,U15.31
SE_GMII_GCLK,U15.32
SE_GMII_TX_EN,U15.33
SE_GMII_RX_D7_R,U15.34
SE_GMII_RX_D6_R,U15.35
1.2V_DVDDL,U15.36
SE_GMII_RX_D5_R,U15.37
SE_GMII_RX_D4_R,U15.38
SE_GMII_RX_D3_R,U15.39
1.2V_AVDDL,U15.4
3.3V,U15.40
SE_GMII_RX_D2_R,U15.41
1.2V_DVDDL,U15.42
SE_GMII_RX_D1_R,U15.43
SE_GMII_RX_D0_R,U15.44
SE_GMII_RX_DV_R,U15.45
3.3V,U15.46
SE_GMII_RX_ER_R,U15.47
SE_GMII_RX_CLK_R,U15.48
NC_GMII_CRS,U15.49
1.2V_AVDDL,U15.5
MDC2_ARM,U15.50
MDIO2_ARM,U15.51
NC_GMII_COL,U15.52
S_PHY_INT_L,U15.53
1.2V_DVDDL,U15.54
NC_GMII_REF_CLK,U15.55
S_GMII_RST,U15.56
S_LDO_GATE,U15.58
1.2V_AVDDL_PLL,U15.59
SE_CLK_GEN_GMII_XO,U15.60
SE_CLK_GEN_GMII_XI,U15.61
S_REF_ISET,U15.63
GND,U15.64
GND,U15.65
ETH_1GB_BP,U15.7
ETH_1GB_BN,U15.8
GND,U15.9
AG_1.8V_BST,U16.1
12V,U16.10
GND,U16.11
GND,U16.12
GND,U16.13
GND,U16.14
GND,U16.15
GND,U16.16
GND,U16.17
GND,U16.18
VCC_1.8V,U16.19
GND_ANALOG_1.8V,U16.2
AG_1.8V_PH,U16.20
12V,U16.21
S_1.8V_ILIM,U16.3
S_1.8V_MODE,U16.4
S_1.8V_SS,U16.5
GND,U16.6
S_1.8V_FB,U16.7
S_REG_1.8V_EN,U16.8
S_PGOOD_1.8V,U16.9
AG_SW_VCORE_P1,U17.10
AG_SW_VCORE_P1,U17.11
AG_SW_VCORE_P1,U17.12
AG_SW_VCORE_P1,U17.13
AG_SW_VCORE_P1,U17.14
AG_SW_VCORE_P1,U17.15
AG_SW_VCORE_P1,U17.16
AG_SW_VCORE_P1,U17.17
AG_SW_VCORE_P1,U17.18
AG_SW_VCORE_P1,U17.19
GND,U17.2
GND,U17.20
GND,U17.21
GND,U17.22
GND,U17.23
GND,U17.24
12V,U17.25
12V,U17.26
12V,U17.27
12V,U17.28
12V,U17.29
S_VCC_VCORE_P1,U17.3
12V,U17.30
S_BOOTR_VCORE_P1,U17.32
S_BOOT_VCORE_P1,U17.33
AG_VCORE_PWM1,U17.34
S_VCORE_P1_EN,U17.35
S_TAO_VCORE,U17.36
S_LSET_VCORE_P1,U17.37
S_VCORE_ACSP1_P,U17.38
S_VCORE_ACSP1_N,U17.39
5V,U17.4
GND,U17.40
GND,U17.5
GND,U17.7
GND,U17.8
GND,U17.9
SE_NCSI_TX_EN,U18.1
GND,U18.2
SE_NCSI_TX_EN_CONN,U18.4
3.3V_SH,U18.5
S_SOC_HARD_RST_L,U18.6
AG_1.2V_DDR_BST,U19.1
12V,U19.10
GND,U19.11
GND,U19.12
GND,U19.13
GND,U19.14
GND,U19.15
GND,U19.16
GND,U19.17
GND,U19.18
VCC_1.2V,U19.19
AGND_1.2V_DDR,U19.2
AG_1.2V_DDR_PH,U19.20
12V,U19.21
S_1.2V_DDR_ILIM,U19.3
S_1.2V_DDR_MODE,U19.4
S_1.2V_DDR_SS,U19.5
GND,U19.6
S_1.2V_DDR_FB,U19.7
S_1.2V_DDR_EN,U19.8
S_PGOOD_1.2V_DDR,U19.9
SE_NCSI_TX_D1,U2.1
GND,U2.2
SE_NCSI_TX_D1_CONN,U2.4
3.3V_SH,U2.5
S_SOC_HARD_RST_L,U2.6
AG_SW_VCORE_P2,U20.10
AG_SW_VCORE_P2,U20.11
AG_SW_VCORE_P2,U20.12
AG_SW_VCORE_P2,U20.13
AG_SW_VCORE_P2,U20.14
AG_SW_VCORE_P2,U20.15
AG_SW_VCORE_P2,U20.16
AG_SW_VCORE_P2,U20.17
AG_SW_VCORE_P2,U20.18
AG_SW_VCORE_P2,U20.19
GND,U20.2
GND,U20.20
GND,U20.21
GND,U20.22
GND,U20.23
GND,U20.24
12V,U20.25
12V,U20.26
12V,U20.27
12V,U20.28
12V,U20.29
S_VCC_VCORE_P2,U20.3
12V,U20.30
S_BOOTR_VCORE_P2,U20.32
S_BOOT_VCORE_P2,U20.33
AG_VCORE_PWM2,U20.34
S_VCORE_P2_EN,U20.35
S_TAO_VCORE,U20.36
S_LSET_VCORE_P2,U20.37
S_VCORE_ACSP2_P,U20.38
S_VCORE_ACSP2_N,U20.39
5V,U20.4
GND,U20.40
GND,U20.5
GND,U20.7
GND,U20.8
GND,U20.9
3.3V,U21.10
USB_UART_CONV_DM_N,U21.11
USB_UART_CONV_DM_P,U21.12
GND,U21.13
3.3V,U21.16
GND,U21.17
S_UART_RST_L,U21.3
SE_UART0_BUFF_TXD,U21.4
SE_UART0_BUFF_RXD,U21.5
S_5V_EN,U22.1
12V,U22.2
GND,U22.3
5V,U22.4
5V,U22.5
S_5V_FB,U22.6
S_PGOOD_5V,U22.7
S_5V_SS,U22.8
GND,U22.9
I2C_VRD_SCL,U23.10
S_PGOOD_VCORE,U23.12
S_REG_VCORE_EN,U23.13
GND,U23.17
GND,U23.18
GND,U23.20
VDD_SENSE_SH,U23.21
VSS_SENSE,U23.22
S_VCORE_ACSP1_P,U23.23
S_VCORE_ACSP2_P,U23.24
GND,U23.31
GND,U23.32
L_VR_FAULT_L,U23.33
ADDR_PMBUS_SVID_CONT,U23.34
S_TAO_VCORE,U23.35
S_VINSEN_VCORE_R,U23.37
S_VINSEN_VCORE,U23.38
3.3V_VIN_CONT,U23.39
S_VREF_CONT,U23.40
GND,U23.41
AG_VCORE_PWM2,U23.7
AG_VCORE_PWM1,U23.8
I2C_VRD_SDA,U23.9
S_CCLK_LVDS_OE,U24.1
S_NC_CCLK,U24.2
GND,U24.3
S_CCLK_LVDS_P,U24.4
S_CCLK_LVDS_N,U24.5
3.3V_CCLK_LVDS_OCS,U24.6
SE_CLK_GEN_HUB_XO_R,U25.1
GND,U25.2
SE_CLK_GEN_HUB_XI,U25.3
GND,U25.4
SE_CLK_GEN_XI,U26.1
GND,U26.2
SE_CLK_GEN_XO_R,U26.3
GND,U26.4
S_USB_OSC_EN,U27.1
GND,U27.2
SE_USB_OSC_R,U27.3
3.3V_USB_OSC,U27.4
3.3V,U28.1
I2C_SMCLK_H0,U28.2
I2C_SMDAT_H0,U28.3
GND,U28.4
S_SOC_HARD_RST_L,U28.5
I2C_SDA_IS,U28.6
I2C_SCL_IS,U28.7
3.3V,U28.8
SE_USBPHY_D1,U29.1
L_USBPHY_FAULT,U29.11
3.3V_PWR_USBPHY,U29.12
NC_USBPHY_VBUS,U29.13
L_USBPHY_PSW,U29.14
SE_USB_OSC,U29.15
1.2V_PWR_USBPHY,U29.17
SE_USBPHY_DIR_R,U29.18
S_USBPHY_RESET_L,U29.19
SE_USBPHY_D0,U29.2
3.3V,U29.20
SE_USBPHY_STP,U29.21
SE_USBPHY_NXT_R,U29.22
SE_USBPHY_D7,U29.23
SE_USBPHY_D6,U29.24
SE_USBPHY_D5,U29.25
SE_USBPHY_D4,U29.26
SE_USBPHY_CLK_R,U29.27
L_USBPHY_CFG1,U29.28
3.3V,U29.29
3.3V,U29.3
SE_USBPHY_D3,U29.30
L_USBPHY_CS_L,U29.31
SE_USBPHY_D2,U29.32
GND,U29.33
USB_BF_N,U29.4
L_USBPHY_RREF,U29.5
USB_BF_P,U29.6
3.3V,U29.7
L_USBPHY_ID,U29.8
3.3V,U29.9
SE_NCSI_TX_D0,U3.1
GND,U3.2
SE_NCSI_TX_D0_CONN,U3.4
3.3V_SH,U3.5
S_SOC_HARD_RST_L,U3.6
3.3V,U30.1
VDD_USB_CRFILT,U30.10
S_STRAP_NON_REM1,U30.13
S_STRAP_CFG_SEL,U30.14
S_HUB_RST_L,U30.15
L_HUB_VBUS_DECT,U30.16
S_STRAP_NON_REM0,U30.17
3.3V,U30.18
USB_CON_T_DM_N,U30.19
USB_BF_N,U30.2
USB_CON_T_DM_P,U30.20
SE_CLK_GEN_HUB_XO,U30.21
SE_CLK_GEN_HUB_XI,U30.22
VDD_USB_PLLFILT,U30.23
S_RBIAS_USB,U30.24
GND,U30.25
USB_BF_P,U30.3
USB_UART_CONV_DM_N,U30.4
USB_UART_CONV_DM_P,U30.5
3.3V,U30.9
GND,U31.1
I2C_SCL4,U31.10
I2C_SDA4,U31.11
S_OE_DIFF0_L,U31.12
S_CLK_GEN_DIFF0_P,U31.13
S_CLK_GEN_DIFF0_N,U31.14
GND,U31.15
3.3V_GEN_CLK,U31.16
S_OE_DIFF1_L,U31.17
S_CLK_GEN_DIFF1_N,U31.18
S_CLK_GEN_DIFF1_P,U31.19
SE_CLK_GEN_XI,U31.2
GND,U31.20
3.3V_VDDA,U31.21
S_OE_DIFF2_L,U31.24
3.3V_GEN_CLK,U31.25
GND,U31.26
S_OE_DIFF3_L,U31.29
SE_CLK_GEN_XO,U31.3
GND,U31.30
S_GEN_PD,U31.31
S_SS_SEL,U31.32
GND,U31.33
3.3V_GEN_CLK,U31.4
3.3V_GEN_CLK,U31.5
S_ADDR_CLK_REF,U31.6
GND,U31.7
GND,U31.8
3.3V_GEN_CLK,U31.9
SE_NCSI_ARB_OUT,U32.1
GND,U32.2
SE_NCSI_ARB_OUT_CONN,U32.4
3.3V_SH,U32.5
S_SOC_HARD_RST_L,U32.6
SE_EMMC0_D3,U33.A1
GND,U33.A13
GND,U33.A14
SE_EMMC0_D4,U33.A2
SE_EMMC0_D0,U33.A3
SE_EMMC0_D1,U33.A4
SE_EMMC0_D2,U33.A5
GND,U33.A6
SE_EMMC0_D7,U33.A8
GND,U33.B13
GND,U33.B14
SE_EMMC0_D3,U33.B2
SE_EMMC0_D4,U33.B3
SE_EMMC0_D5,U33.B4
SE_EMMC0_D6,U33.B5
SE_EMMC0_D7,U33.B6
SE_EMMC0_D7,U33.B7
VDDIM_EMMC,U33.C1
VDDIM_EMMC,U33.C2
SE_EMMC0_D5,U33.C3
GND,U33.C4
SE_EMMC0_D6,U33.C5
3.3V,U33.C6
SE_EMMC0_D5,U33.D1
SE_EMMC0_D5,U33.D2
GND,U33.D4
GND,U33.E1
GND,U33.E2
GND,U33.E3
3.3V,U33.E6
GND,U33.E7
SE_EMMC0_D6,U33.F1
SE_EMMC0_D6,U33.F2
SE_EMMC0_D6,U33.F3
3.3V,U33.F5
GND,U33.G5
GND,U33.H10
3.3V,U33.J10
GND,U33.J5
SE_EMMC0_RST_L,U33.K1
SE_EMMC0_RST_L,U33.K2
SE_EMMC0_RST_L,U33.K3
SE_EMMC0_RST_L,U33.K5
GND,U33.K8
3.3V,U33.K9
3.3V,U33.M4
SE_EMMC0_CMD,U33.M5
SE_EMMC0_CLK,U33.M6
GND,U33.N1
GND,U33.N13
GND,U33.N14
GND,U33.N2
3.3V,U33.N4
GND,U33.N5
SE_EMMC0_CLK,U33.N7
GND,U33.P1
GND,U33.P13
GND,U33.P14
GND,U33.P2
3.3V,U33.P3
GND,U33.P4
3.3V,U33.P5
GND,U33.P6
SE_EMMC0_CLK,U33.P8
1.2V_DDR,U34.A1
GND,U34.A2
DDR4_DBI_B1,U34.A7
GND,U34.A8
GND,U34.A9
2.5V,U34.B1
1.2V_DDR,U34.B2
DDR4_DQS1_N,U34.B3
DDR4_DQ9,U34.B7
1.2V_DDR,U34.B8
L_ZQ_2_L,U34.B9
1.2V_DDR,U34.C1
DDR4_DQ8,U34.C2
DDR4_DQS1_P,U34.C3
1.2V_DDR,U34.C7
GND,U34.C8
1.2V_DDR,U34.C9
GND,U34.D1
DDR4_DQ12,U34.D2
DDR4_DQ10,U34.D3
DDR4_DQ11,U34.D7
DDR4_DQ13,U34.D8
GND,U34.D9
GND,U34.E1
1.2V_DDR,U34.E2
DDR4_DQ14,U34.E3
DDR4_DQ15,U34.E7
1.2V_DDR,U34.E8
GND,U34.E9
1.2V_DDR,U34.F1
DDR4_ODT1,U34.F2
DDR4_ODT0,U34.F3
DDR4_CK1_P,U34.F7
DDR4_CK1_N,U34.F8
1.2V_DDR,U34.F9
GND,U34.G1
DDR4_CKE1,U34.G2
DDR4_CKE0,U34.G3
DDR4_CS0_N,U34.G7
DDR4_CS1_N,U34.G8
L_TEN,U34.G9
1.2V_DDR,U34.H1
DDR4_A14,U34.H2
DDR4_ACT_N,U34.H3
DDR4_A15,U34.H7
DDR4_A16,U34.H8
GND,U34.H9
0.6V_VREFCA,U34.J1
DDR4_BG0,U34.J2
DDR4_A10,U34.J3
DDR4_A12,U34.J7
